GameName,Price,Rating,UserCounts,ConsoleCounts,CostCategory
Assassin's Creed Brotherhood,43,4.0599999999999996,15,15,Average
Assassin's Creed Revelations,40,3.4500000000000002,22,22,Average
Assassin's Creed® III,41,4.2800000000000002,22,22,Average
Assault,41,3.8900000000000001,40,40,Average
Assault City,36,4.54,21,21,Average
Assault Heroes,39,4.2800000000000002,24,24,Average
Assault Heroes 2,41,4.0899999999999999,21,21,Average
Assault on Dark Athena,41,3.6000000000000001,18,18,Average
Assault Plus,43,4.0599999999999996,21,21,Average
Assault Rigs,38,3.6400000000000001,30,30,Average
Assault Suit Leynos 2,44,4,20,20,Average
Assault Suits Valken,42,3.6600000000000001,22,22,Average
ASSAULTHORIZON,40,3.1000000000000001,22,22,Average
Astal,43,3.3999999999999999,20,20,Average
Astaroth: The Angel of Death,41,4.3499999999999996,52,52,Average
Astate: La Malédiction des Templiers,40,2.8599999999999999,48,48,Average
Asterix,38,3.6400000000000001,36,36,Average
Asterix and Obelix,43,3.4199999999999999,21,21,Average
Asterix and the Magic Carpet,42,4.1600000000000001,52,52,Average
Astérix and the Secret Mission,41,2.3100000000000001,23,23,Average
Asterix Mega Madness,34,3.8100000000000001,22,22,Average
Asterock,40,3.8399999999999999,23,23,Average
Asteroid,30,3.6800000000000002,23,23,Average
Asteroids,37,3.6800000000000002,80,80,Average
Asteroids & Deluxe,42,3.3399999999999999,23,23,Average
Asteroids & Missile Command,34,3.6400000000000001,15,15,Average
Asteroids Deluxe,33,3.75,46,46,Average
Asteroids: Vector Edition,38,3.3399999999999999,20,20,Average
Astro Battle,38,3.4399999999999999,40,40,Average
Astro Chase,42,3.5699999999999998,32,32,Average
Astro Combat,43,3.75,22,22,Average
Astro Fang: Super Machine,42,3.6099999999999999,24,24,Average
Astro Fantasia,33,4.1200000000000001,21,21,Average
Astro Fire,43,3.8599999999999999,21,21,Average
Astro Flash,36,3.4399999999999999,22,22,Average
Astro Laser,43,3.3399999999999999,17,17,Average
Astro Robo Sasa,36,3.4900000000000002,44,44,Average
Astroball (Demo),44,4.5800000000000001,22,22,Average
AstroBlast,32,3.75,46,46,Average
Astron Belt,33,3.6600000000000001,42,42,Average
Astro-Pac,40,3.6200000000000001,20,20,Average
Astropop,43,4.2400000000000002,23,23,Average
AstroPop Deluxe,40,3.25,24,24,Average
Astrosmash,39,3.4399999999999999,38,38,Average
Asuka 120% Burning Fest Limited,41,4.6600000000000001,23,23,Average
Asura Blade - Sword of Dynasty,41,1.8799999999999999,21,21,Average
Asura Buster - Eternal Warriors,35,3.6600000000000001,26,26,Average
ASURA'S WRATH,40,3.75,25,25,Average
Atari Anniversary Edition,37,3.96,20,20,Average
Atari Baseball,44,4.4000000000000004,14,14,Average
Atari Football,35,4.1600000000000001,22,22,Average
Atari Mini Golf,38,3.96,23,23,Average
Atari PAM: SALT Diagnostics Cartridge,42,3.54,22,22,Average
Atari Soccer,34,4,22,22,Average
Atari Video Cube,35,4.0599999999999996,18,18,Average
Atari: 80 Classic Games in 1,35,4.4400000000000004,40,40,Average
AtariAge Holiday Greetings 2004,43,3.2200000000000002,21,21,Average
A-Team,30,3.75,46,46,Average
Athlete Kings,37,4.21,22,22,Average
Athletic World,40,3.6800000000000002,19,19,Average
Atic Atac,41,3,25,25,Average
Atlant Olimpic,39,3.48,15,15,Average
Atlantic City Action,37,4.1299999999999999,23,23,Average
Atlantis Sky Patrol,42,4.3399999999999999,21,21,Average
Atom Zombie Smasher,43,4.1399999999999997,15,15,Average
Atomic Betty,40,3.0600000000000001,22,22,Average
Atomic Driver,42,3.5,21,21,Average
Atomino,38,2.1899999999999999,38,38,Average
Atomix,43,3.0600000000000001,52,52,Average
ATR: All Terrain Racing,41,2.5,23,23,Average
A-Train,43,2.3399999999999999,46,46,Average
A-Train Construction Set,37,2.8599999999999999,20,20,Average
Attack of the Killer Tomatoes,39.5,3.5049999999999999,82,82,Average
Attack of the Mutant Penguins,38,3.2799999999999998,22,22,Average
Attack of the Saucerman,40,3.52,17,17,Average
AttackOfTheMovies3D,33,4.0499999999999998,24,24,Average
ATV Offroad Fury: Blazin' Trails,36,3.2599999999999998,20,20,Average
ATV: Quad Power Racing,35,3.2799999999999998,42,42,Average
ATV: Quad Power Racing 2,44,4.4199999999999999,48,48,Average
A-Type,43,3.5699999999999998,20,20,Average
Aura: Fate of the Ages,43,4.3399999999999999,17,17,Average
Aurail,43,3.1600000000000001,21,21,Average
Aussie Rules Footy,33,3.8199999999999998,19,19,Average
Austerlitz,32,4.5,46,46,Average
Austin Powers: Oh Behave,40,4.4699999999999998,21,21,Average
Auto Destruct,41,4.7300000000000004,20,20,Average
Auto Duel,33,4.1600000000000001,63,63,Average
Auto Racing,38,3.75,22,22,Average
Automania,42,4.5800000000000001,42,42,Average
Automobili Lamborghini,41,3.46,23,23,Average
Automobili Lamborghini: Super Speed Race 64,42,3.75,18,18,Average
Avalanche,35,3.9100000000000001,22,22,Average
Avatar: TLA: TBE,38,4.0499999999999998,22,22,Average
Avengers,42,3.8900000000000001,17,17,Average
Avengers In Galactic Storm,38,2.7999999999999998,25,25,Average
Aventura Espacial,35,3.7999999999999998,92,92,Average
Avoid the Noid,36,3.1000000000000001,16,16,Average
Award Winners,38,4.21,34,34,Average
Awesome,38,4.0499999999999998,44,44,Average
Awesome Earl in SkateRock,37,3.4500000000000002,42,42,Average
Ax Battler: A Legend of Golden Axe,43,3.2799999999999998,18,18,Average
Axel & Pixel,42,4.0599999999999996,24,24,Average
Ayrton Senna's Super Monaco GP 2,43,5,23,23,Average
Aztaka,40,4.6500000000000004,25,25,Average
Aztec Adventure: The Golden Road to Paradise,41,3.4500000000000002,23,23,Average
Azure Dreams,44,4.3899999999999997,48,48,Average
B.A.T.,40,4.1299999999999999,24,24,Average
B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin,33,3.6099999999999999,50,50,Average
B.O.B.,40.5,4.0650000000000004,36,36,Average
Baal,38,3.6400000000000001,46,46,Average
Babaliba,43,4.0700000000000003,23,23,Average
Babel,41,4.1200000000000001,23,23,Average
Baby Boomer,41,4.4299999999999997,21,21,Average
Baby Dado,41,4.75,25,25,Average
Baby Jo in: "Going Home",42,2.5,66,66,Average
Baby Poker,41,4,24,24,Average
Back to Skool,42,3.4399999999999999,24,24,Average
Back to Stone,44,3.9700000000000002,24,24,Average
Back to the Future 3,40,4,92,92,Average
Back to the Future Part II,37,3.46,52,52,Average
Back to the Future Part III,43,2.9399999999999999,50,50,Average
Back to the Future: The Game,43,4.04,22,22,Average
Back Track,37,4.4199999999999999,18,18,Average
BACKBREAKER,39,4.0599999999999996,23,23,Average
Backbreaker Vengeance,38,3.6400000000000001,25,25,Average
Backfire!,38,4.1600000000000001,17,17,Average
Backlash,33,4.4199999999999999,46,46,Average
Backstreet Billiards,37,2.9399999999999999,22,22,Average
Backyard Baseball,44,2.7999999999999998,66,66,Average
Backyard Basketball,42,3.9700000000000002,23,23,Average
Backyard Football,41,4.0899999999999999,38,38,Average
Backyard Football '10,40,4,18,18,Average
Backyard Hockey,33,3.96,22,22,Average
Backyard Sports: Rookie Rush,39,3.8599999999999999,15,15,Average
Backyard Wrestling 2: There Goes the Neighborhood,38,3.75,34,34,Average
Bad Company,38,3.8700000000000001,40,40,Average
Bad Dudes,42,3.8900000000000001,105,105,Average
Bad Lands,37.5,4.5149999999999997,126,126,Average
Bad Street Brawler,39,2.8199999999999998,66,66,Average
Bahamut Senki,44,2.5800000000000001,22,22,Average
Baku Baku,37,4.0300000000000002,26,26,Average
Baku Bomberman 2,36,3.9399999999999999,25,25,Average
Bakugan: DOTC,37,3.9199999999999999,21,21,Average
Bakushou Jinsei 64: Mezase! Resort Ou,31,3.9399999999999999,23,23,Average
Bakutotsu Kijuutei,43,2.8599999999999999,23,23,Average
Bakutou Dochers: Bumps-tou wa Oosawagi,44,3.9700000000000002,25,25,Average
Bal Cube,33,4.5800000000000001,21,21,Average
Balance,43,3.3399999999999999,20,20,Average
Baldies,37,2.2599999999999998,54,54,Average
Baldur's Gate: Dark Alliance,43,3.27,48,48,Average
Baldur's Gate: Dark Alliance 2,36,4.2000000000000002,46,46,Average
Ball Raider 2,31,4.5700000000000003,25,25,Average
Ballblazer,42,3.6099999999999999,126,126,Average
Ballblazer Champions,43,3.6600000000000001,18,18,Average
Ballistic,35,3.2000000000000002,23,23,Average
Ballistic: Ecks vs. Sever,39,3.6000000000000001,21,21,Average
Ballistix,40,3.7000000000000002,72,72,Average
Balloon Bomber,40,3.75,20,20,Average
Balloon Brothers,31,4.1299999999999999,23,23,Average
Balloon Kid,43,4.4400000000000004,22,22,Average
Ballyhoo,43,4.3499999999999996,80,80,Average
Ballz 3D,40,3.3799999999999999,48,48,Average
Baltic 1985,37,4.2699999999999996,17,17,Average
Banana,36,4.3799999999999999,46,46,Average
Band of Bugs,30,3.96,15,15,Average
Bang Bang Ball,40,4.6600000000000001,24,24,Average
Bang Bead,41,4,44,44,Average
BANG! Gunship Elite,41,3.8900000000000001,22,22,Average
Bangers and Mash,40,4.1299999999999999,16,16,Average
Banjo-Tooie,43,3.3999999999999999,17,17,Average
Bank Heist,43,3.8900000000000001,22,22,Average
Bankshot Billiards 2,43,3.4300000000000002,20,20,Average
Banshee,35,3.8100000000000001,21,21,Average
Bar Games,37,4.2800000000000002,21,21,Average
Barbarian,41,3.9399999999999999,110,110,Average
Barbarian 2,44,4.1600000000000001,50,50,Average
Barbarian: The Ultimate Warrior,42,3.8900000000000001,25,25,Average
Barbie Horse Adventure: Wild Horse Rescue,40,4.2599999999999998,19,19,Average
Barbie Horse Adventures: Blue Ribbon Race,40,3.3399999999999999,25,25,Average
Barbie Pet Rescue,38,3.6400000000000001,25,25,Average
Barbie Vacation Adventure,37.5,3.4700000000000002,45,45,Average
Barbie's Ocean Discovery,34,4.4100000000000001,21,21,Average
Bard's Tale Construction Set,43,4.2000000000000002,21,21,Average
Bard's Tale: Tales of the Unknown,35,3.7999999999999998,23,23,Average
Barge,39,4.2000000000000002,26,26,Average
Bargon Attack,42,4.0700000000000003,66,66,Average
Barkley: Shut Up and Jam,38,3.8399999999999999,21,21,Average
Barline,41,2.7999999999999998,19,19,Average
Barmy Burgers,41,3.7000000000000002,32,32,Average
Barney's Hide and Seek Game,39,4.0999999999999996,24,24,Average
Barnstorming,37,3.75,13,13,Average
Barnyard Blaster,44,3.6600000000000001,22,22,Average
Baron Baldric: A Grave Overture,43,4.2300000000000004,25,25,Average
Baroque,37,4.2000000000000002,36,36,Average
Barunba,37,3.3399999999999999,44,44,Average
Baseball Heroes,35,3.52,17,17,Average
Baseball Simulator 1.000,43,3.3999999999999999,20,20,Average
Baseball Stars 2,40,4.21,40,40,Average
Baseball Stars: Be a Champ!,40,3.4500000000000002,40,40,Average
Baseball: The Season II,36,3.8500000000000001,21,21,Average
Bases Loaded 4,36,4,22,22,Average
Basket Manager,33,4,44,44,Average
Basketball,34,4.46,48,48,Average
Basketball!,31,3.75,19,19,Average
Bass Angler,43,4.4400000000000004,21,21,Average
Bass Angler 2,42,3.48,19,19,Average
Bass Masters Classic Pro Edition,31,3.2200000000000002,22,22,Average
Bass Masters Classics,40,3.3399999999999999,12,12,Average
Bastard!!: Ankoku no Hakaishin,43,3.3399999999999999,26,26,Average
Bastion,35,4.46,50,50,Average
Bat Attack,36,4.2300000000000004,22,22,Average
Baten Kaitos Origins,43,4.1600000000000001,22,22,Average
Batman & Robin,37,3.52,12,12,Average
Batman Begins,44,3.5,50,50,Average
Batman Forever,40,5,63,63,Average
Batman Returns,40,3.5,96,96,Average
Batman: AA GOTY,43,4.4000000000000004,23,23,Average
Batman: Arkham City,34,5,32,32,Average
Batman: Chaos in Gotham,37,3.5699999999999998,22,22,Average
Batman: Dark Tomorrow,39,3.4100000000000001,44,44,Average
Batman: Gotham City Racer,37,3.5299999999999998,20,20,Average
Batman: Rescue the Robin,37,4.2800000000000002,26,26,Average
Batman: The Caped Crusader,41,4.7599999999999998,110,110,Average
Batman: The Movie,34,3.79,115,115,Average
Batman: Vengeance,41,4.1600000000000001,38,38,Average
Batter Up,37,4.6200000000000001,16,16,Average
Battle Ace,39,3.8399999999999999,20,20,Average
Battle Arena Toshinden,38,3.75,24,24,Average
Battle Balls,31,3.6000000000000001,22,22,Average
Battle Blaze,40,3.3399999999999999,24,24,Average
Battle Bubble,39,3.3999999999999999,23,23,Average
Battle Chopper,34,4.0599999999999996,22,22,Average
Battle Circuit,34,2.2000000000000002,26,26,Average
Battle City,35,4,18,18,Average
Battle Cross,40,3.8900000000000001,42,42,Average
Battle Engine Aquila,39,3.8399999999999999,38,38,Average
Battle Fantasia,42,3.9300000000000002,24,24,Average
Battle Flip Shot,41,4.4699999999999998,20,20,Average
Battle for Normandy,44,2.21,66,66,Average
Battle for the Ashes,42,3.4300000000000002,21,21,Average
Battle Garegga - Type 2,37,4.54,19,19,Average
Battle Gear,43,4.1600000000000001,22,22,Average
Battle Gear 2,41,3.8500000000000001,21,21,Average
Battle Grand Prix,40,4.3200000000000003,22,22,Average
Battle Group,39,2.29,22,22,Average
Battle Isle,36,2.6800000000000002,46,46,Average
Battle Isle Data Disk I,31,4.0300000000000002,17,17,Average
Battle Lane! Vol. 5,39,3.1800000000000002,19,19,Average
Battle Lode Runner,44,4.2800000000000002,23,23,Average
Battle Master,44,2.9199999999999999,66,66,Average
Battle Monsters,37,3.75,23,23,Average
Battle of Antietam,36,3.6800000000000002,66,66,Average
Battle of Britain,35,4.75,26,26,Average
Battle of the Bulge: Tigers in the Snow,37,3.6800000000000002,72,72,Average
Battle of the Solar System,44,3.9300000000000002,22,22,Average
Battle Squadron,43,3.7000000000000002,40,40,Average
Battle Stations,40,3.5,24,24,Average
Battle Tryst,40,3.75,18,18,Average
Battle Valley,39,4.1600000000000001,63,63,Average
Battle vs Chess,40,3.5,23,23,Average
Battle Zone,36,4.2450000000000001,67,67,Average
Battle: Los Angeles,44,3.5,50,50,Average
Battlecry,44,3.6099999999999999,22,22,Average
Battlefield 2: MC,37,4.1299999999999999,14,14,Average
Battlefield 2: Modern Combat,39,3.5,16,16,Average
Battles,43,2.6400000000000001,19,19,Average
Battles of Napoleon,35,3.6099999999999999,50,50,Average
Battleship,41,3.6400000000000001,105,105,Average
BattleSphere,43,4.0899999999999999,23,23,Average
Battlesport,43,3.8500000000000001,60,60,Average
Battlestar Galactica,39,3.75,42,42,Average
Battlestations Pacific,44,4.21,30,30,Average
Battlestations: Midway,44,3.75,22,22,Average
Battlestorm,42,4,19,19,Average
BattleTanx: Global Assault,35,3.8999999999999999,32,32,Average
BattleTech: A Game of Armored Combat,40.5,3.7349999999999999,19,19,Average
BattleTech: The Crescent Hawk's Inception,40.5,3.2349999999999999,36,36,Average
Battlezone & Super Breakout,42,3.6200000000000001,23,23,Average
Battlezone 2000,41,3.75,22,22,Average
BAYONETTA,40,3.8900000000000001,25,25,Average
Bazooka Bill,32,3.5,26,26,Average
B-Boy,40,3.5699999999999998,5,5,Average
BC Bill,40,3.1800000000000002,50,50,Average
BC Racers,37,4.1200000000000001,44,44,Average
BCFx-Doug Williams Ed.,32,3.8900000000000001,21,21,Average
BC's Quest for Tires 2: Grog's Revenge,39,3.3999999999999999,46,46,Average
BC's Quest for Tires II: Grog's Revenge,30,2.9700000000000002,18,18,Average
Beach Festival World Championship 1997,42,2.2799999999999998,22,22,Average
Beach Head II: The Dictator Strikes Back!,44,3.3399999999999999,42,42,Average
Beach Volley,41,4.04,76,76,Average
Beam Invader,39,4.5,22,22,Average
Beanstalker,36,4.25,54,54,Average
Beany Bopper,34,4.3499999999999996,18,18,Average
Beast Busters,42,3,22,22,Average
Beast Busters 2nd Nightmare,41,4.1399999999999997,19,19,Average
Beast War,42,3.8399999999999999,16,16,Average
Beast Wrestler,42,4.2599999999999998,21,21,Average
Beau Jolly 48K Value Pack,40,2.9399999999999999,24,24,Average
Beauty and the Beast,43,4.6299999999999999,28,28,Average
Beauty Block,41,3.6800000000000002,26,26,Average
Beavers,43,4.4000000000000004,24,24,Average
Bebe's Kids,37,5,20,20,Average
Bee Movie Game,38,4,23,23,Average
Bee Storm - DoDonPachi II,44,3.0800000000000001,23,23,Average
Beef Drop 7800,42,3.1400000000000001,22,22,Average
BEEP,42,4.2800000000000002,16,16,Average
Beethoven's 2nd: The Ultimate Canine Caper!,43,3.1000000000000001,25,25,Average
Beetle Adventure Racing,36,2.9199999999999999,22,22,Average
Beetlejuice,44,4.2300000000000004,24,24,Average
Beggar Prince,38,3.71,24,24,Average
Behind the Iron Gate,39,3.4100000000000001,23,23,Average
Bejeweled 2,43,2.8599999999999999,23,23,Average
Bejeweled® 3,32,3.6000000000000001,21,21,Average
BEN 10: VILGAX ATTACKS,41,5,23,23,Average
Beowulf,41,4.4400000000000004,24,24,Average
Berenstain Bears' Camping Adventure,41,3.9399999999999999,25,25,Average
Berlin 1948,44,3.8399999999999999,36,36,Average
Bermuda Project,37,3.48,44,44,Average
Berry Tree,39,4.4400000000000004,16,16,Average
Best Bout Boxing,44,3.4199999999999999,23,23,Average
Best Of Best,39,3.46,24,24,Average
Best of Gremlin,44,3.3399999999999999,22,22,Average
Best of the Best Championship Karate,41,3.5,63,63,Average
Bestial Warrior,36,3.8100000000000001,63,63,Average
Betrayal,38,3.3799999999999999,32,32,Average
Beyond Castle Wolfenstein,40,2.2799999999999998,57,57,Average
Beyond Dark Castle,42,3.71,25,25,Average
Beyond Good & Evil,39,3.75,40,40,Average
Beyond Good and Evil,38,3.2400000000000002,23,23,Average
Beyond Oasis,39,4.3600000000000003,23,23,Average
Beyond the Ice Palace,38,4.6299999999999999,100,100,Average
Biaofeng Zhanjing,38,3.1499999999999999,26,26,Average
Bible Adventures,40,4.0999999999999996,46,46,Average
Bible Buffet,40,4.2000000000000002,20,20,Average
Big Air,37,4.2800000000000002,16,16,Average
Big Air FreeStyle,30,4.1399999999999997,21,21,Average
Big Apple Games,43,3.8599999999999999,23,23,Average
Big Bang,36,3.3799999999999999,15,15,Average
Big Bird's Hide and Speak,40,3.6400000000000001,25,25,Average
Big Brain Wolf,42,4.6500000000000004,24,24,Average
Big Bumpin',35,4.5,22,22,Average
Big Business,44,4.4000000000000004,44,44,Average
Big Deal,42,4.4000000000000004,24,24,Average
Big Event Golf,41,4,20,20,Average
Big Four,39,4.1600000000000001,22,22,Average
Big Game Fishing,41,5,40,40,Average
Big Game Hunter,40,3.6200000000000001,14,14,Average
Big Mountain 2000,42,4.2000000000000002,21,21,Average
Big Mutha Truckers 2: Truck Me Harder,32,3.6600000000000001,21,21,Average
Big Nose the Caveman,37,4,66,66,Average
Big Run,43,4.3799999999999999,60,60,Average
Big Sky Trooper,39,3.6600000000000001,26,26,Average
Big Thinkers! First Grade,36,4.3499999999999996,25,25,Average
Big Thinkers! Kindergarten,41,3.5,21,21,Average
Big Tournament Golf,39,5,21,21,Average
Big Trouble in Little China,43,4.0499999999999998,72,72,Average
Bigfoot,44,4.0599999999999996,17,17,Average
BIGS,40,3.75,23,23,Average
Bikkuriman World: Gekitou Sei Senshi,44,3.04,23,23,Average
Bill & Ted's Excellent Adventure,44,3.1000000000000001,36,36,Average
Bill Elliott's NASCAR Challenge,43,3.25,38,38,Average
Bill Laimbeer's Combat Basketball,41,3.4199999999999999,20,20,Average
Billiard,35,3.8100000000000001,21,21,Average
Bill's Tomato Game,43,3.8199999999999998,22,22,Average
Billy 2,44,3.48,25,25,Average
Billy Boy,39,3.3399999999999999,12,12,Average
Billy Hatcher and the Giant Egg,38,3.8399999999999999,25,25,Average
BINARY DOMAIN,40,4.2000000000000002,20,20,Average
